trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
177,False,"{'a': 0.5, 'e': 0.17052743088958636}",30,12,31.00595902377539,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.5, 'e': 0.1688221565806905}",20,6,9.871674362054977,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
179,False,"{'a': 0.5, 'e': 0.1671339350148836}",25,9,25.683028996547,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.5, 'e': 0.16546259566473476}",30,17,24.847515891062617,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.5, 'e': 0.16380796970808742}",20,16,7.83916353905008,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.5, 'e': 0.16216989001100654}",25,0,26.40357634172417,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
183,False,"{'a': 0.5, 'e': 0.16054819111089647}",35,18,19.491825224748393,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
184,False,"{'a': 0.5, 'e': 0.1589427091997875}",20,0,-0.8259186913775629,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
185,False,"{'a': 0.5, 'e': 0.15735328210778962}",20,3,28.235843278606552,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.5, 'e': 0.15577974928671173}",35,17,24.30009265548453,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
187,False,"{'a': 0.5, 'e': 0.1542219517938446}",20,0,24.155014955811456,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
188,False,"{'a': 0.5, 'e': 0.15267973227590617}",25,15,21.578299009004255,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.5, 'e': 0.1511529349531471}",20,0,-14.835841799092988,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
190,False,"{'a': 0.5, 'e': 0.14964140560361563}",20,8,-2.216370749952352,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
191,False,"{'a': 0.5, 'e': 0.14814499154757946}",30,18,17.943787916865436,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.5, 'e': 0.14666354163210368}",20,3,0.22129408247474114,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
193,False,"{'a': 0.5, 'e': 0.14519690621578263}",30,16,12.477919764541712,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
194,False,"{'a': 0.5, 'e': 0.1437449371536248}",25,1,-39.00266128698721,"{0: 20, 1: 1, 2: 1, 3: 1, 4: 1}",1
195,False,"{'a': 0.5, 'e': 0.14230748778208857}",30,13,8.706521862180187,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
196,False,"{'a': 0.5, 'e': 0.14088441290426768}",30,0,2.9393269244548854,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",1
197,False,"{'a': 0.5, 'e': 0.139475568775225}",20,13,-1.0879595284073034,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.5, 'e': 0.13808081308747275}",25,10,-36.276016087257645,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
199,False,"{'a': 0.5, 'e': 0.136700004956598}",25,15,19.380242620506163,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.5, 'e': 0.13533300490703204}",20,6,2.7181857154379148,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
201,False,"{'a': 0.5, 'e': 0.13397967485796172}",30,7,13.266648974941122,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
202,False,"{'a': 0.5, 'e': 0.1326398781093821}",20,10,17.46245696739556,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.5, 'e': 0.13131347932828827}",30,24,11.206757009991746,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.5, 'e': 0.1300003445350054}",20,2,-59.98740516561832,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 2}",1
205,False,"{'a': 0.5, 'e': 0.12870034108965533}",20,12,16.373784880098317,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.5, 'e': 0.1274133376787588}",20,15,4.106795464713139,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.5, 'e': 0.12613920430197118}",25,15,7.35841293192485,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
208,False,"{'a': 0.5, 'e': 0.12487781225895148}",20,10,18.567044780460176,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.5, 'e': 0.12362903413636196}",20,9,9.993330556734698,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
210,False,"{'a': 0.5, 'e': 0.12239274379499834}",20,9,6.924363336801138,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
211,False,"{'a': 0.5, 'e': 0.12116881635704835}",25,3,-48.67067349583566,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 2}",1
212,False,"{'a': 0.5, 'e': 0.11995712819347787}",25,0,30.585321455482426,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
213,False,"{'a': 0.5, 'e': 0.11875755691154309}",30,15,6.57427838778206,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
214,False,"{'a': 0.5, 'e': 0.11756998134242766}",20,14,-2.369401237403422,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
215,False,"{'a': 0.5, 'e': 0.11639428152900338}",20,8,21.663138978204266,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.5, 'e': 0.11523033871371334}",35,17,35.20963100292182,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.5, 'e': 0.1140780353265762}",30,10,-33.61984273825518,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
218,False,"{'a': 0.5, 'e': 0.11293725497331045}",25,11,14.93316878108804,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
219,False,"{'a': 0.5, 'e': 0.11180788242357734}",25,11,6.378884491043476,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
220,False,"{'a': 0.5, 'e': 0.11068980359934157}",25,15,-1.4406882373628636,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
221,False,"{'a': 0.5, 'e': 0.10958290556334815}",20,16,8.953802820218472,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.5, 'e': 0.10848707650771466}",30,8,28.287002095627784,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.5, 'e': 0.10740220574263752}",20,14,8.860764670972241,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.5, 'e': 0.10632818368521114}",20,8,-23.845317119191627,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
225,False,"{'a': 0.5, 'e': 0.10526490184835903}",20,0,14.369060889939377,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
226,False,"{'a': 0.5, 'e': 0.10421225282987544}",30,13,15.883444534796123,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
227,False,"{'a': 0.5, 'e': 0.10317013030157669}",25,0,-18.734193781252152,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
228,False,"{'a': 0.5, 'e': 0.10213842899856092}",20,10,-1.9301415032765008,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
229,False,"{'a': 0.5, 'e': 0.10111704470857531}",20,14,10.289129638486155,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.5, 'e': 0.10010587426148955}",25,17,13.24728952801815,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.5, 'e': 0.09910481551887466}",20,13,12.450540382907754,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.5, 'e': 0.0981137673636859}",20,0,-11.134992454013867,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
233,False,"{'a': 0.5, 'e': 0.09713262969004904}",20,2,31.13407216366591,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.5, 'e': 0.09616130339314856}",25,11,27.12826076543853,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.5, 'e': 0.09519969035921708}",30,8,2.7077023287916635,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 0}",1
236,False,"{'a': 0.5, 'e': 0.0942476934556249}",25,6,32.37780217314536,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.5, 'e': 0.09330521652106866}",25,12,12.333628773001234,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
238,False,"{'a': 0.5, 'e': 0.09237216435585796}",25,14,23.06876902203632,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.5, 'e': 0.09144844271229938}",25,17,-6.600632684774441,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
240,False,"{'a': 0.5, 'e': 0.0905339582851764}",20,8,19.92782472002476,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.5, 'e': 0.08962861870232462}",20,11,-28.053280819182824,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
242,False,"{'a': 0.5, 'e': 0.08873233251530138}",35,13,-8.615715583094719,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 1}",1
243,False,"{'a': 0.5, 'e': 0.08784500919014836}",30,24,11.922315098780622,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.5, 'e': 0.08696655909824688}",20,2,21.617414619941734,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
245,False,"{'a': 0.5, 'e': 0.0860968935072644}",20,4,30.976555764967856,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.5, 'e': 0.08523592457219176}",35,13,30.548912208363376,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
247,False,"{'a': 0.5, 'e': 0.08438356532646984}",20,12,2.831404636625593,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
248,False,"{'a': 0.5, 'e': 0.08353972967320515}",20,0,9.709365715385076,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
249,False,"{'a': 0.5, 'e': 0.0827043323764731}",20,10,12.788700547202428,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.5, 'e': 0.08187728905270836}",25,11,28.351034259291865,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.5, 'e': 0.08105851616218128}",35,23,22.409757694003908,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.5, 'e': 0.08024793100055946}",25,8,32.086046555339486,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.5, 'e': 0.07944545169055386}",30,7,24.116238000370956,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
254,False,"{'a': 0.5, 'e': 0.07865099717364833}",25,5,22.13693609716326,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
255,False,"{'a': 0.5, 'e': 0.07786448720191184}",25,11,21.90224934496452,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.5, 'e': 0.07708584232989273}",20,0,36.22384811802876,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
257,False,"{'a': 0.5, 'e': 0.0763149839065938}",20,16,7.270055301927712,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.5, 'e': 0.07555183406752786}",25,8,22.5742282816114,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
259,False,"{'a': 0.5, 'e': 0.07479631572685258}",20,3,25.226079627651682,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.5, 'e': 0.07404835256958406}",20,8,26.996625406004398,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.5, 'e': 0.07330786904388821}",30,16,23.72063788197959,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.5, 'e': 0.07257479035344933}",25,10,26.438180555411655,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.07184904244991483}",25,0,-1.6902020101908153,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
264,False,"{'a': 0.5, 'e': 0.07113055202541568}",20,5,16.350766370759928,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
265,False,"{'a': 0.5, 'e': 0.07041924650516153}",35,13,27.1709267544909,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
266,False,"{'a': 0.5, 'e': 0.06971505404010991}",20,9,21.31568602294952,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.5, 'e': 0.06901790349970881}",20,13,14.146034433583614,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.5, 'e': 0.06832772446471172}",20,13,11.355588462921922,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.5, 'e': 0.0676444472200646}",25,13,20.53222360111307,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.5, 'e': 0.06696800274786396}",30,13,-20.746479613785343,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
271,False,"{'a': 0.5, 'e': 0.06629832272038531}",20,10,5.171029339081063,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
272,False,"{'a': 0.5, 'e': 0.06563533949318147}",20,8,22.74642983095034,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.5, 'e': 0.06497898609824965}",20,7,20.23377894884111,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.5, 'e': 0.06432919623726716}",25,15,6.90639715436773,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
275,False,"{'a': 0.5, 'e': 0.06368590427489448}",20,16,6.496059185458427,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.5, 'e': 0.06304904523214554}",25,15,19.512676967053977,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.5, 'e': 0.06241855477982408}",25,15,20.690264269352184,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.5, 'e': 0.06179436923202584}",20,7,1.4668325073952413,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
279,False,"{'a': 0.5, 'e': 0.06117642553970558}",25,18,15.335040675603242,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.06056466128430853}",30,10,34.40172641665178,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.5, 'e': 0.05995901467146544}",20,9,18.07866011985467,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.5, 'e': 0.059359424524750785}",20,14,10.423840624272438,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.5, 'e': 0.05876583027950327}",20,13,16.688741610661623,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.5, 'e': 0.05817817197670824}",30,20,-0.08403984016033883,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
285,False,"{'a': 0.5, 'e': 0.05759639025694116}",30,12,38.71889390081864,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.057020426354371746}",25,8,8.691267576865904,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
287,False,"{'a': 0.5, 'e': 0.05645022209082803}",25,18,13.937436125982464,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.5, 'e': 0.05588571986991975}",20,11,13.798531955609757,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.5, 'e': 0.05532686267122055}",25,17,16.037366517914094,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.5, 'e': 0.05477359404450834}",25,5,22.737717650397794,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
291,False,"{'a': 0.5, 'e': 0.05422585810406326}",25,17,13.146511040782716,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.05368359952302263}",30,11,33.57333386126513,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.5, 'e': 0.0531467635277924}",20,6,-15.549193437445988,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
294,False,"{'a': 0.5, 'e': 0.05261529589251448}",25,9,31.189843704765543,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.5, 'e': 0.05208914293358933}",20,9,20.49908216963027,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.5, 'e': 0.05156825150425344}",25,16,19.379194993977727,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.5, 'e': 0.0510525689892109}",25,11,28.352449180370023,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.5, 'e': 0.050542043299318794}",20,9,6.33054553049889,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
299,False,"{'a': 0.5, 'e': 0.050036622866325604}",30,22,2.024472181250812,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
300,False,"{'a': 0.5, 'e': 0.04953625663766235}",25,0,31.224893847251675,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1,True,"{'a': 0, 'e': 0}",25,13,19.899221365378285,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,10,15.244997054100377,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",30,21,14.627388053194766,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,11,31.440665004899692,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,16,7.381149695352545,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",30,12,34.24156707840701,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,12,16.718058679526486,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,16,6.607112570473888,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",30,13,32.61523508940112,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,11,19.292898255580663,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
