trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
19,False,"{'a': 0.5, 'e': 0.8345137614500875}",20,0,-22.207486442027907,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
20,False,"{'a': 0.5, 'e': 0.8261686238355866}",25,0,-141.69958663603765,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
21,False,"{'a': 0.5, 'e': 0.8179069375972308}",25,0,-58.32636816896675,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
22,False,"{'a': 0.5, 'e': 0.8097278682212584}",30,0,-57.661995066774026,"{0: 22, 1: 0, 2: 7, 3: 1, 4: 0}",0
23,False,"{'a': 0.5, 'e': 0.8016305895390459}",20,0,-80.39741034283578,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
24,False,"{'a': 0.5, 'e': 0.7936142836436554}",20,0,-9.056040739560524,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
25,False,"{'a': 0.5, 'e': 0.7856781408072188}",20,7,-45.9826038063422,"{0: 8, 1: 0, 2: 4, 3: 1, 4: 0}",1
26,False,"{'a': 0.5, 'e': 0.7778213593991467}",20,0,-14.511242446434919,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
27,False,"{'a': 0.5, 'e': 0.7700431458051551}",25,0,-134.5037588221927,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",0
28,False,"{'a': 0.5, 'e': 0.7623427143471035}",20,0,-34.710813492148844,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
29,False,"{'a': 0.5, 'e': 0.7547192872036326}",35,0,-188.84525623454053,"{0: 22, 1: 7, 2: 2, 3: 0, 4: 4}",0
30,False,"{'a': 0.5, 'e': 0.7471720943315961}",25,0,-87.28393052628498,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
31,False,"{'a': 0.5, 'e': 0.7397003733882802}",25,0,-46.34594993240136,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 0}",0
32,False,"{'a': 0.5, 'e': 0.7323033696543975}",20,0,-100.91840741585293,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
33,False,"{'a': 0.5, 'e': 0.7249803359578534}",25,0,-96.48072219638661,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
34,False,"{'a': 0.5, 'e': 0.7177305325982749}",20,0,-68.83091487780294,"{0: 13, 1: 0, 2: 5, 3: 2, 4: 0}",0
35,False,"{'a': 0.5, 'e': 0.7105532272722921}",20,0,-51.45662097714434,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
36,False,"{'a': 0.5, 'e': 0.7034476949995692}",35,9,-29.7816229220339,"{0: 20, 1: 3, 2: 2, 3: 1, 4: 0}",1
37,False,"{'a': 0.5, 'e': 0.6964132180495735}",25,0,-187.59232944688074,"{0: 14, 1: 0, 2: 8, 3: 0, 4: 3}",0
38,False,"{'a': 0.5, 'e': 0.6894490858690777}",20,0,-42.931942170401854,"{0: 15, 1: 2, 2: 1, 3: 2, 4: 0}",0
39,False,"{'a': 0.5, 'e': 0.682554595010387}",20,2,-36.134143390357,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
40,False,"{'a': 0.5, 'e': 0.6757290490602831}",25,14,3.4716176723341494,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
41,False,"{'a': 0.5, 'e': 0.6689717585696803}",25,3,-96.43033535347922,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 2}",1
42,False,"{'a': 0.5, 'e': 0.6622820409839835}",20,0,-46.52925916274489,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
43,False,"{'a': 0.5, 'e': 0.6556592205741436}",20,0,-5.391770655398816,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
44,False,"{'a': 0.5, 'e': 0.6491026283684022}",35,12,-120.73590120565765,"{0: 15, 1: 4, 2: 0, 3: 2, 4: 2}",1
45,False,"{'a': 0.5, 'e': 0.6426116020847181}",20,0,-18.955967809131458,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
46,False,"{'a': 0.5, 'e': 0.6361854860638709}",25,0,-23.933701247402322,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
47,False,"{'a': 0.5, 'e': 0.6298236312032323}",20,0,-71.47169758332001,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
48,False,"{'a': 0.5, 'e': 0.6235253948912}",20,0,-31.784111802772617,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
49,False,"{'a': 0.5, 'e': 0.617290140942288}",20,9,8.774174301992845,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
50,False,"{'a': 0.5, 'e': 0.611117239532865}",25,9,-54.138873153665536,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 1}",1
51,False,"{'a': 0.5, 'e': 0.6050060671375364}",25,1,-63.025542483722965,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 2}",1
52,False,"{'a': 0.5, 'e': 0.598956006466161}",20,0,-16.765009377705084,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
53,False,"{'a': 0.5, 'e': 0.5929664464014994}",20,0,-77.38326555708109,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
54,False,"{'a': 0.5, 'e': 0.5870367819374844}",30,4,-6.444414683154017,"{0: 23, 1: 0, 2: 2, 3: 1, 4: 0}",1
55,False,"{'a': 0.5, 'e': 0.5811664141181095}",20,0,-22.286620771225813,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
56,False,"{'a': 0.5, 'e': 0.5753547499769285}",20,0,-40.15568778780417,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
57,False,"{'a': 0.5, 'e': 0.5696012024771592}",25,0,-100.36864760959931,"{0: 16, 1: 4, 2: 2, 3: 2, 4: 1}",0
58,False,"{'a': 0.5, 'e': 0.5639051904523875}",25,0,-97.80771365616826,"{0: 17, 1: 0, 2: 6, 3: 1, 4: 1}",0
59,False,"{'a': 0.5, 'e': 0.5582661385478637}",20,5,-52.6430975994101,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 1}",1
60,False,"{'a': 0.5, 'e': 0.5526834771623851}",20,0,-36.43681330709004,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
61,False,"{'a': 0.5, 'e': 0.5471566423907612}",30,3,-147.56648029846124,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 3}",1
62,False,"{'a': 0.5, 'e': 0.5416850759668536}",25,18,-0.49978005456196284,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
63,False,"{'a': 0.5, 'e': 0.536268225207185}",20,3,8.630752465159286,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
64,False,"{'a': 0.5, 'e': 0.5309055429551132}",20,0,-69.34993344206715,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
65,False,"{'a': 0.5, 'e': 0.525596487525562}",25,0,11.895421403308163,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
66,False,"{'a': 0.5, 'e': 0.5203405226503064}",25,0,-72.02320013723482,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
67,False,"{'a': 0.5, 'e': 0.5151371174238033}",20,13,-10.685884342828263,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
68,False,"{'a': 0.5, 'e': 0.5099857462495653}",20,0,-54.09721433703078,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
69,False,"{'a': 0.5, 'e': 0.5048858887870696}",20,4,5.265288244428124,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
70,False,"{'a': 0.5, 'e': 0.4998370298991989}",20,0,-14.025805748308716,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
71,False,"{'a': 0.5, 'e': 0.49483865960020695}",25,9,5.913744489895892,"{0: 13, 1: 3, 2: 0, 3: 0, 4: 0}",1
72,False,"{'a': 0.5, 'e': 0.4898902730042049}",20,11,1.0440163467455927,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
73,False,"{'a': 0.5, 'e': 0.48499137027416284}",20,0,-146.54080632363844,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
74,False,"{'a': 0.5, 'e': 0.4801414565714212}",20,0,-47.513631227134525,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",1
75,False,"{'a': 0.5, 'e': 0.47534004200570695}",25,11,5.967407179122549,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
76,False,"{'a': 0.5, 'e': 0.4705866415856499}",20,15,1.5116808311517622,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
77,False,"{'a': 0.5, 'e': 0.46588077516979337}",25,0,-79.06348613436631,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
78,False,"{'a': 0.5, 'e': 0.46122196741809546}",20,10,6.177232811636693,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
79,False,"{'a': 0.5, 'e': 0.4566097477439145}",25,0,-6.497300359377871,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
80,False,"{'a': 0.5, 'e': 0.45204365026647536}",20,0,-54.55211705423502,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
81,False,"{'a': 0.5, 'e': 0.4475232137638106}",20,11,5.117312061078519,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
82,False,"{'a': 0.5, 'e': 0.4430479816261725}",20,9,-5.030948454502403,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
83,False,"{'a': 0.5, 'e': 0.43861750180991077}",20,0,-17.44903611103532,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
84,False,"{'a': 0.5, 'e': 0.43423132679181164}",20,0,-59.98674854549577,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
85,False,"{'a': 0.5, 'e': 0.4298890135238935}",25,0,-91.19529761237503,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 2}",0
86,False,"{'a': 0.5, 'e': 0.4255901233886546}",30,1,-4.12022069239639,"{0: 25, 1: 0, 2: 4, 3: 0, 4: 0}",1
87,False,"{'a': 0.5, 'e': 0.421334222154768}",20,12,13.587992644067826,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
88,False,"{'a': 0.5, 'e': 0.41712087993322033}",25,0,-36.14390797651064,"{0: 19, 1: 4, 2: 1, 3: 0, 4: 1}",0
89,False,"{'a': 0.5, 'e': 0.41294967113388814}",20,9,-5.149875072468079,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
90,False,"{'a': 0.5, 'e': 0.40882017442254925}",30,0,-45.12340895719231,"{0: 26, 1: 0, 2: 2, 3: 1, 4: 1}",0
91,False,"{'a': 0.5, 'e': 0.4047319726783238}",25,0,-88.29025884848296,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
92,False,"{'a': 0.5, 'e': 0.40068465295154054}",20,5,-61.611998480380876,"{0: 9, 1: 1, 2: 3, 3: 2, 4: 0}",1
93,False,"{'a': 0.5, 'e': 0.3966778064220251}",20,0,30.259556483127263,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
94,False,"{'a': 0.5, 'e': 0.39271102835780486}",25,7,-31.80540571105991,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
95,False,"{'a': 0.5, 'e': 0.3887839180742268}",25,9,-3.4091804006079887,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
96,False,"{'a': 0.5, 'e': 0.38489607889348454}",20,14,-0.42525658446927306,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
97,False,"{'a': 0.5, 'e': 0.38104711810454966}",20,8,12.224702585681607,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
98,False,"{'a': 0.5, 'e': 0.37723664692350417}",20,16,5.53503553880382,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
99,False,"{'a': 0.5, 'e': 0.37346428045426916}",25,11,-19.462909890217123,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
100,False,"{'a': 0.5, 'e': 0.36972963764972644}",30,5,14.899622561696384,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",1
101,False,"{'a': 0.5, 'e': 0.3660323412732292}",25,7,-5.600796608948299,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
102,False,"{'a': 0.5, 'e': 0.3623720178604969}",20,13,-2.277715013672742,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
103,False,"{'a': 0.5, 'e': 0.3587482976818919}",20,1,-10.135918461161985,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
104,False,"{'a': 0.5, 'e': 0.355160814705073}",25,4,-39.41540043959775,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 1}",1
105,False,"{'a': 0.5, 'e': 0.35160920655802225}",25,10,26.40053343813912,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
106,False,"{'a': 0.5, 'e': 0.348093114492442}",25,0,-7.039677567342774,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",0
107,False,"{'a': 0.5, 'e': 0.3446121833475176}",25,7,-22.9893339450636,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
108,False,"{'a': 0.5, 'e': 0.34116606151404244}",20,2,6.354102080883346,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
109,False,"{'a': 0.5, 'e': 0.337754400898902}",25,11,5.670817054655584,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
110,False,"{'a': 0.5, 'e': 0.334376856889913}",20,12,-10.69726734038463,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 0}",1
111,False,"{'a': 0.5, 'e': 0.33103308832101386}",25,11,-8.738866141381845,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
112,False,"{'a': 0.5, 'e': 0.3277227574378037}",20,8,12.09530831077624,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
113,False,"{'a': 0.5, 'e': 0.3244455298634257}",25,0,-5.7063082745384355,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
114,False,"{'a': 0.5, 'e': 0.3212010745647914}",30,20,20.43154195750644,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
115,False,"{'a': 0.5, 'e': 0.3179890638191435}",30,12,10.60333882385823,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
116,False,"{'a': 0.5, 'e': 0.31480917318095203}",25,18,8.052634454519023,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
117,False,"{'a': 0.5, 'e': 0.3116610814491425}",35,16,1.1320691742318842,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
118,False,"{'a': 0.5, 'e': 0.30854447063465107}",25,14,-20.310048396046273,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
119,False,"{'a': 0.5, 'e': 0.3054590259283046}",30,18,2.614706729784535,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
120,False,"{'a': 0.5, 'e': 0.30240443566902153}",25,3,0.9477754839007433,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
121,False,"{'a': 0.5, 'e': 0.2993803913123313}",35,13,-68.00706111244166,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 2}",1
122,False,"{'a': 0.5, 'e': 0.296386587399208}",30,19,11.563128039694334,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
123,False,"{'a': 0.5, 'e': 0.2934227215252159}",30,16,4.203836458864441,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
124,False,"{'a': 0.5, 'e': 0.29048849430996376}",30,13,3.229995235275341,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
125,False,"{'a': 0.5, 'e': 0.2875836093668641}",20,0,20.352342020880197,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
126,False,"{'a': 0.5, 'e': 0.28470777327319546}",20,0,-37.37396600309704,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",1
127,False,"{'a': 0.5, 'e': 0.2818606955404635}",35,9,37.73360485715754,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
128,False,"{'a': 0.5, 'e': 0.27904208858505886}",20,0,17.65434016009721,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
129,False,"{'a': 0.5, 'e': 0.2762516676992083}",20,10,17.85138563339688,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
130,False,"{'a': 0.5, 'e': 0.2734891510222162}",20,7,-37.593538616889454,"{0: 9, 1: 0, 2: 3, 3: 1, 4: 0}",1
131,False,"{'a': 0.5, 'e': 0.27075425951199406}",20,13,-27.96594155778486,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
132,False,"{'a': 0.5, 'e': 0.2680467169168741}",20,0,9.489554913948512,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
133,False,"{'a': 0.5, 'e': 0.26536624974770534}",35,2,46.2552790124756,"{0: 32, 1: 1, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.5, 'e': 0.2627125872502283}",30,17,18.752711784011673,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
135,False,"{'a': 0.5, 'e': 0.26008546137772603}",30,13,-14.876300387976663,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
136,False,"{'a': 0.5, 'e': 0.25748460676394874}",20,2,-106.23725991894064,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 3}",1
137,False,"{'a': 0.5, 'e': 0.2549097606963093}",20,12,17.39621109653419,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
138,False,"{'a': 0.5, 'e': 0.2523606630893462}",20,1,12.853088488251242,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.5, 'e': 0.2498370564584527}",25,11,-12.531418117150467,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
140,False,"{'a': 0.5, 'e': 0.24733868589386818}",25,20,12.331151793456389,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
141,False,"{'a': 0.5, 'e': 0.24486529903492948}",30,4,-17.922782299101993,"{0: 22, 1: 1, 2: 1, 3: 2, 4: 0}",1
142,False,"{'a': 0.5, 'e': 0.2424166460445802}",25,6,-18.999230545830436,"{0: 16, 1: 1, 2: 0, 3: 2, 4: 0}",1
143,False,"{'a': 0.5, 'e': 0.2399924795841344}",20,8,-1.0367083548365064,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
144,False,"{'a': 0.5, 'e': 0.23759255478829303}",30,21,18.787552303674897,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.5, 'e': 0.23521662924041012}",25,18,11.617618785034454,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.5, 'e': 0.232864462948006}",25,11,-19.639650201757377,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
147,False,"{'a': 0.5, 'e': 0.23053581831852593}",25,3,26.53269759236034,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
148,False,"{'a': 0.5, 'e': 0.22823046013534068}",30,18,21.956630659721895,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.5, 'e': 0.22594815553398728}",20,14,12.14036704403867,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 0.5, 'e': 0.2236886739786474}",20,8,11.348294175344687,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
151,False,"{'a': 0.5, 'e': 0.22145178723886091}",30,4,39.24899649175613,"{0: 25, 1: 1, 2: 0, 3: 0, 4: 0}",1
152,False,"{'a': 0.5, 'e': 0.2192372693664723}",25,13,18.44197063178401,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.5, 'e': 0.21704489667280757}",25,9,28.451526252353922,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.5, 'e': 0.2148744477060795}",20,0,-16.993655967964433,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
155,False,"{'a': 0.5, 'e': 0.2127257032290187}",20,10,-10.372554415753823,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
156,False,"{'a': 0.5, 'e': 0.21059844619672852}",30,22,14.034533077323525,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.5, 'e': 0.20849246173476124}",30,3,-28.329163922942318,"{0: 21, 1: 2, 2: 2, 3: 2, 4: 0}",1
158,False,"{'a': 0.5, 'e': 0.2064075371174136}",20,10,-22.267377457461762,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
159,False,"{'a': 0.5, 'e': 0.2043434617462395}",25,13,-20.293439475065867,"{0: 9, 1: 1, 2: 1, 3: 1, 4: 0}",1
160,False,"{'a': 0.5, 'e': 0.2023000271287771}",20,9,19.48666626475983,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.5, 'e': 0.2002770268574893}",20,2,30.452728220051256,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.5, 'e': 0.19827425658891443}",20,3,-55.93014016811171,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 2}",1
163,False,"{'a': 0.5, 'e': 0.19629151402302528}",25,3,35.496117678476445,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.5, 'e': 0.19432859888279502}",20,3,27.495670691345325,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.5, 'e': 0.19238531289396707}",25,14,20.317437229850192,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.5, 'e': 0.1904614597650274}",20,12,15.0370903339293,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.5, 'e': 0.1885568451673771}",25,0,-15.578208604641008,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
168,False,"{'a': 0.5, 'e': 0.18667127671570335}",30,16,9.371441694873539,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
169,False,"{'a': 0.5, 'e': 0.1848045639485463}",20,6,-19.230971327486937,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
170,False,"{'a': 0.5, 'e': 0.18295651830906084}",20,0,27.581135686634454,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
171,False,"{'a': 0.5, 'e': 0.18112695312597024}",25,0,30.38478666579387,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
172,False,"{'a': 0.5, 'e': 0.17931568359471053}",25,4,27.28244545256716,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.5, 'e': 0.17752252675876343}",20,16,8.183370797455298,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.5, 'e': 0.1757473014911758}",35,19,-12.829495107290688,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
175,False,"{'a': 0.5, 'e': 0.173989828476264}",25,11,-13.88945969494876,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
176,False,"{'a': 0.5, 'e': 0.1722499301915014}",30,16,3.683137192401901,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
177,False,"{'a': 0.5, 'e': 0.17052743088958636}",25,11,16.919514333632584,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.5, 'e': 0.1688221565806905}",20,11,16.799470140269765,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.5, 'e': 0.1671339350148836}",20,4,-0.3168411518501346,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 0}",1
